content,published_at,likes,replies,mentioned_topics,additional_themes,attitude_towards_israel,attitude_towards_us,attitude_towards_qatar,attitude_towards_hamas,attitude_confidence,attitude_indicators,intelligence_score,intelligence_markers,insightfulness_score,insight_type,emotional_score
"US security guarantees are now meaningless. We're being pushed backwards into a ""every man for himself"" world of the early 20th century. A century drenched in blood. We are becoming more isolated, more fearful, more hateful, more weaponized. May God forgive us.",2025-09-14 19:53:35.135000+00:00,1600,107,"[<VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]","['isolationism', 'breakdown of international order', 'militarization']",,3.0,,,0.86,"['US security guarantees are now meaningless', ""We're being pushed backwards into a 'every man for himself' world"", 'We are becoming more isolated, more fearful, more hateful, more weaponized', 'May God forgive us']",3,"['proper_grammar', 'logical_structure', 'critical_analysis']",3,historical_parallel,4
"How to avoid getting bombed by Israel, make a peace treaty with Israel and don’t harbor terrorists attacking Israel.
Qatar doesn’t have any option, without the USA the Saudi Arabia might invade Qatar",2025-09-14 19:53:35.135000+00:00,8,7,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>, <VideoTopic.DIPLOMATIC_RELATIONS: 'Diplomatic relations'>]","['Security dependence on the United States', 'Saudi threat to Qatar', 'Counterterrorism/harboring militants']",8.0,7.0,3.0,1.0,0.88,"['make a peace treaty with Israel', 'don’t harbor terrorists attacking Israel', 'How to avoid getting bombed by Israel', 'Qatar doesn’t have any option', 'without the USA the Saudi Arabia might invade Qatar']",3,"['logical_structure', 'domain_knowledge']",2,predictive_analysis,3
"Kick US base out, invite Russia and China there. Lets see what trump's face looks like. It's time for Qatar to stop sitting on the fence, time to choose side and it should choose the side that's expected to be the world leader in few decades. USA is on its way down.",2025-09-14 19:53:37.273000+00:00,7,7,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.TRUMP: 'Trump'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>, <VideoTopic.DIPLOMATIC_RELATIONS: 'Diplomatic relations'>]","['Great-power realignment (Russia/China vs US)', 'US hegemonic decline', 'Sovereignty over foreign bases']",,2.0,5.0,,0.8,"['Kick US base out', 'invite Russia and China there', ""Lets see what trump's face looks like"", 'USA is on its way down', 'time for Qatar to stop sitting on the fence, time to choose side']",2,['logical_structure'],2,basic_opinion,4
Qatar ascribes to the same ideology as Hamas. Both are derivatives of the Muslim Brotherhood. Qatar uses its vast wealth to fund anti western ideals in Western institutions and Governments through lobbying and financial contributions. They’ve housed known terrorists in their country for years and now will pay the price for their own actions. Accountability isn’t something that has been enforced for far too long on this planet. Appeasement has gotten us to where we are now. Whether it was Netanyahu appeasement of Hamas that lead to 7 October or US appeasement of Qatars known activities around the globe because of where it sits on a map. Appeasement time is over. Now will be the war and in war there are no niceties or appeasements…only winners and losers.,2025-09-14 19:53:37.273000+00:00,13,2,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.NETANYAHU: 'Netanyahu'>, <VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['appeasement vs accountability', 'foreign influence and lobbying', 'war as zero-sum framing']",6.0,3.0,1.0,1.0,0.9,"['Qatar ascribes to the same ideology as Hamas.', 'They’ve housed known terrorists in their country for years and now will pay the price.', 'Netanyahu appeasement of Hamas that lead to 7 October.', 'US appeasement of Qatars known activities around the globe because of where it sits on a map.', 'Appeasement time is over. Now will be the war and in war there are no niceties…only winners and losers.']",3,"['proper_grammar', 'logical_structure', 'critical_analysis', 'domain_knowledge']",2,systemic_critique,4
No way was this accomplished without Qatari approval in-advance.,2025-09-14 19:53:37.273000+00:00,36,5,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['state complicity', 'airspace control']",,,3.0,,0.6,['No way was this accomplished without Qatari approval in-advance.'],2,['proper_grammar'],2,basic_opinion,2
"To a lot of Arab groups, Hamas is an upstart newbie that has grown arrogant. I have no doubt that Qatar was in on this to avoid the backlash of kicking out Hamas from its protections.

We have to remember, Jordan and Lebanon had at one point in the past, kicked out the PLO. We are starting to see something similar here. Doha gets to play the victim card, Netanyahu kicks the war back up to global relevance, and Trump now has its own justification to abandon Israel if need be. 

Now I dont think Qatar itself will totally abandon Hamas, but this is more of a disciplining an arrogant subordinate, after all top Hamas officials are still alive. Its a warning though that Qatar is prepared to play dirty and they arent doing this out of the goodness of their hearts.",2025-09-14 19:53:37.273000+00:00,15,6,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.TRUMP: 'Trump'>, <VideoTopic.NETANYAHU: 'Netanyahu'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['Alleged Qatar complicity in the strike', 'Power politics/strategic signaling', 'Host states expelling militant groups (PLO precedent)']",4.0,,3.0,3.0,0.8,"['Hamas is an upstart newbie that has grown arrogant', 'I have no doubt that Qatar was in on this', 'Doha gets to play the victim card', 'Netanyahu kicks the war back up to global relevance', 'Qatar is prepared to play dirty and they arent doing this out of the goodness of their hearts']",4,"['proper_grammar', 'logical_structure', 'domain_knowledge', 'nuanced_thinking', 'critical_analysis']",4,historical_parallel,4
Qatar has been involved for a looooooong time,2025-09-14 19:53:39.319000+00:00,22,0,[<VideoTopic.QATAR: 'Qatar'>],,,,5.0,,0.2,['Qatar has been involved for a looooooong time'],2,['proper_grammar'],2,basic_opinion,2
"Thank you CR team. As a long suffering student of geopolitical history, I appreciate your carefully thought through reports and the quality of your production. Especially nowadays.",2025-09-14 19:53:41.320000+00:00,6,0,[],"['gratitude to creators', 'production quality', 'general media climate']",,,,,0.95,[],2,"['proper_grammar', 'logical_structure']",2,basic_opinion,2
Turkey is probably the only safe place to hold negotiations of this type in the middle east.,2025-09-14 19:53:41.320000+00:00,8,10,"[<VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>, <VideoTopic.DIPLOMATIC_RELATIONS: 'Diplomatic relations'>]","['Turkey as mediator/host', 'Negotiation security/safe venues', 'Regional risk environment']",,,,,0.4,"['Turkey is probably the only safe place', 'hold negotiations of this type in the middle east']",3,"['proper_grammar', 'nuanced_thinking']",2,basic_opinion,1
it is so poor that all it has is money 😅,2025-09-14 19:53:43.355000+00:00,149,4,[<VideoTopic.QATAR: 'Qatar'>],"['materialism vs values', 'moral critique of wealth']",,,3.0,,0.25,"['""it is so poor that all it has is money"" (derides Qatar as lacking substance despite wealth)']",2,[],1,basic_opinion,2
"Qatar is far more than “a messenger”, they try to play both sides: largest US airbase in the the ME but also biggest sponsor of radical Islam in Europe, specially in the UK.",2025-09-14 19:53:45.567000+00:00,21,3,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]","['duplicitous diplomacy', 'extremism financing in Europe/UK', 'influence operations in Europe']",,5.0,3.0,,0.9,"['far more than “a messenger”', 'they try to play both sides', 'largest US airbase in the ME', 'biggest sponsor of radical Islam in Europe, specially in the UK']",2,"['logical_structure', 'domain_knowledge']",2,counter_argument,4
"Let's go Israel, America don't make deals with terrorists",2025-09-14 19:53:45.567000+00:00,9,7,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]","['anti-terrorism stance', 'opposition to negotiations', 'cheerleading']",9.0,6.0,,1.0,0.95,"[""Let's go Israel"", ""America don't make deals with terrorists"", ""Use of the term 'terrorists' to refer to Hamas"", 'Imperative tone urging US hardline policy']",2,[],1,basic_opinion,4
"Qatar has been at the center of funding Iran and Hamas, while pretending to negotiate.",2025-09-14 19:53:45.567000+00:00,15,13,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>]","['Qatar funding Iran', 'bad-faith mediation', 'state sponsorship of militancy']",,,2.0,3.0,0.86,"['Qatar has been at the center of funding Iran and Hamas', 'while pretending to negotiate']",2,"['proper_grammar', 'logical_structure']",2,basic_opinion,3
“So poor that all it has is money” really shows how good you are at writing . It’s almost wasted in geopolitics . Very poetic and very insightful .,2025-09-14 19:53:45.567000+00:00,965,20,[],"['writing_quality', 'rhetorical_style', 'meta_commentary']",,,,,0.95,"['“So poor that all it has is money”', 'shows how good you are at writing', 'Very poetic and very insightful']",2,['proper_grammar'],2,basic_opinion,2
Qatar plays a devious game: supporting Hamas and meanwhile playing the peacemaker. Game over.,2025-09-14 19:53:45.567000+00:00,25,8,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>]","['hypocrisy', 'state sponsorship of militants']",,,2.0,3.0,0.75,"['Qatar plays a devious game', 'supporting Hamas', 'playing the peacemaker', 'Game over']",2,"['proper_grammar', 'logical_structure']",2,basic_opinion,4
This video should be balanced with Qatars roll in financing terrorism and destabilizing its neighbors as well as across the globe,2025-09-14 19:53:45.567000+00:00,90,8,[<VideoTopic.QATAR: 'Qatar'>],"['terrorism financing', 'regional destabilization', 'media bias']",,,2.0,,0.9,"['Qatar’s role in financing terrorism', 'destabilizing its neighbors', 'across the globe', 'video should be balanced']",2,"['logical_structure', 'critical_analysis']",2,counter_argument,3
"Why Some Indian Analysts Are Saying:
* Could Be An Inside Job To Get Rid Off These Group Leaderships.
* USA Done It Internally With Qatar Permission.
* Maybe To Escalate War On Israel.

Don't Know 😶",2025-09-14 19:53:45.567000+00:00,24,5,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['conspiracy speculation', 'uncertainty/skepticism', 'Indian analyst viewpoint']",5.0,4.0,4.0,,0.36,"['Could Be An Inside Job To Get Rid Off These Group Leaderships.', 'USA Done It Internally With Qatar Permission.', 'Maybe To Escalate War On Israel.', ""Don't Know""]",2,"['logical_structure', 'nuanced_thinking']",2,basic_opinion,2
It’s almost like Israel is a war mongering imperialist religious ethno-state,2025-09-14 19:53:45.567000+00:00,38,11,[<VideoTopic.ISRAEL: 'Israel'>],"['imperialism', 'militarism', 'ethnoreligious nationalism']",1.0,,,,0.86,"['It’s almost like Israel is...', 'war mongering', 'imperialist', 'religious ethno-state']",2,['proper_grammar'],2,basic_opinion,5
"Hamas leaders targeted in the strike have not shown ANY signs of life. No selfies, short videos, or quick interviews to prove that they didn't die. Only the newspapers have claimed that the strike failed. It is beginning to appear likely that they died in Qatar last week.",2025-09-14 19:53:45.567000+00:00,29,11,"[<VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.QATAR: 'Qatar'>]","['media skepticism', 'proof-of-life verification', 'information reliability']",,,,5.0,0.42,"['have not shown ANY signs of life', 'Only the newspapers have claimed that the strike failed', 'It is beginning to appear likely that they died in Qatar last week']",3,"['proper_grammar', 'logical_structure', 'critical_analysis']",3,counter_argument,3
"I wonder how Qatar feels about now. Qatar helped toppling Assad and by doing that ıt broke the line between Iran and Hezbollah. No weapons are now going from Iran to Hezbollah and hezbollah is pacified. With Syrian air defence out, Israel targeted Iran and weakened it.  It all started with toppling of Assad. Now Israel is free to do whatever it wants.",2025-09-14 19:53:45.567000+00:00,78,12,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.AIR_DEFENSE: 'Air defense systems'>]","['Syrian civil war and regime change', 'Iran–Hezbollah supply routes', 'Regional power balance and Israeli freedom of action']",3.0,,3.0,,0.66,"['Qatar helped toppling Assad', 'No weapons are now going from Iran to Hezbollah and hezbollah is pacified', 'With Syrian air defence out, Israel targeted Iran and weakened it', 'Now Israel is free to do whatever it wants']",3,"['logical_structure', 'domain_knowledge', 'critical_analysis']",3,additional_context,3
Qatar financed and housed Hamas' leadership. Not exactly a neutral power.,2025-09-14 19:53:47.662000+00:00,6,2,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>]","['mediator neutrality', 'terrorism financing']",,,3.0,3.0,0.78,"[""Qatar financed and housed Hamas' leadership."", 'Not exactly a neutral power.']",3,"['proper_grammar', 'logical_structure', 'critical_analysis']",3,counter_argument,2
Iran is not the enemy... America and Israel is the threat in that region.. All the Arab countries harbouring American troops in their sovereign state will regret it. This is just the beginning,2025-09-14 19:53:47.662000+00:00,10,3,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]","[""Iran's regional role"", 'foreign military bases and sovereignty', 'escalation warning']",2.0,2.0,,,0.9,"['Iran is not the enemy', 'America and Israel is the threat in that region', 'All the Arab countries harbouring American troops ... will regret it', 'This is just the beginning']",2,[],2,predictive_analysis,4
"I'm Israeli,
I 100% support going after Hamas's leadership - f any safe heavens. but if its in a foreign country, no one else can be killed. the fact that Qatari citizens got killed is unacceptable.
Israel should formally apologize for their deaths, and pay compensations for their families.",2025-09-14 19:53:47.662000+00:00,32,14,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['civilian casualties', 'apology and compensation', 'respect for sovereignty']",7.0,,7.0,2.0,0.9,"[""I 100% support going after Hamas's leadership"", 'no one else can be killed', 'the fact that Qatari citizens got killed is unacceptable', 'Israel should formally apologize', 'pay compensations for their families']",3,"['logical_structure', 'nuanced_thinking', 'critical_analysis']",3,basic_opinion,3
